ID	Value
TMED483	சஜ்ஜித்\N_NN நடியட்\N_NN வாலா\N_NN முதல்\QT_QTC முறையாக\RB இயக்கும்\V_VM_VNF படம்\N_NN கிக்\N_NN .\RD_PUNC
TMED484	தெலுங்கில்\N_NN வெளியான\JJ கிக்\N_NN படத்தை\N_NN அதே\PR_PRP பெயரில்\N_NN இந்தியில்\N_NN எடுக்கிறார்கள்\V_VM_VF .\RD_PUNC
TMED485	கிக்\N_NN தமிழில்\N_NN ஜெயம்\N_NN ரவி\N_NN நடிப்பில்\N_NN தில்லாலங்கடி\N_NN என்ற\CC_CCS_UT பெயரில்\N_NN வெளியானது\V_VM_VF .\RD_PUNC
TMED486	சுதந்திரநாடு\N_NN ,\RD_PUNC மக்களாட்சி\N_NN நடக்கும்\JJ நாடு\N_NN என்று\CC_CCS_UT கூறினாலும்\V_VM_VNF சில\QT_QTF அரசியல்\N_NN ,\RD_PUNC சமூதாய\JJ அமைப்புகளின்\N_NN எதேச்சதிகாரத்துக்கு\N_NN கட்டுப்பட்டே\V_VM_VNF இயங்க\V_VM_VINF வேண்டியிருக்கிறது\V_VAUX
TMED487	இந்த\DM_DMD எதேச்சதிகாரத்தை\N_NN கட்டுப்படுத்த\V_VM_VINF வேண்டிய\JJ அதிகாரம்\N_NN அதற்கு\PR_PRP பணிந்து\V_VM_VNF சேவை\N_NN செய்வது\V_VM_VNG இந்தியாவின்\N_NNP துரதிர்ஷ்டம்\N_NN .\RD_PUNC
TMED488	ஸ்பெயினில்\N_NNP தனது\PR_PRP புதிய\JJ பாய்\RD_RDF ஃப்ரெண்ட்\RD_RDF ரன்பீர்\N_NNP கபூருடன்\N_NNP பிகினியில்\N_NNP மாட்டிக்\V_VM_VNF கொண்ட\JJ கத்ரினா\N_NNP கைஃப்\RD_RDF ,\RD_PUNC ஹாலிடேயில்\RD_RDF இருந்த\JJ என்னை\PR_PRP என்னுடைய\PR_PRP சம்மதம்\N_NN இல்லாமல்\RP_NEG படமெடுத்தது\V_VM_VNF களவாணித்தனம்\V_VM_VNF என்று\CC_CCS_UT சாடியிருக்கிறார்\V_VAUX .\RD_PUNC
TMED489	பாக்\N_NN மில்கா\N_NN பாக்\N_NN வெற்றி\N_NN பாலிவுட்டை\RD_RDF விளையாட்டு\N_NN வீரர்களை\N_NN நோக்கி\V_VM_VNF ஓட\V_VM_VINF வைத்திருக்கிறது.\V_VAUX
TMED49	அவன்\PR_PRP தலைக்குப்\N_NN பக்கத்தில்\N_NN கூடை\N_NN நிறைய\JJ பஞ்சுமிட்டாய்\N_NN இருந்தது\V_VM .\RD_PUNC பஞ்சுமிட்டாய்\N_NN வியாபாரி\N_NN பயணக்களைப்பில்\N_NN நன்றாக\RB தூங்கிவிட்டான்\V_VAUX .\RD_PUNC
TMED490	ஏற்கனவே\RB ப்ரியங்கா\N_NNP சோப்ரா\N_NNP இந்திய\JJ ட்ரெஸ்ட்லர்\RD_RDF மேரிகோமின்\N_NNP வாழ்க்கை\N_NN வரலாற்றில்\N_NN மேரி\N_NN கோமாக\RB நடித்து\V_VM_VNF வருகிறார்\V_VM_VF .\RD_PUNC
TMED491	இந்நிலையில்\N_NN தாராசிங்கின்\N_NNP வாழ்க்கை\N_NN வரலாற்றை\N_NN படமாக்க\V_VM_VINF துடிக்கிறார்கள்\V_VM_VF
TMED492	நேரம்\N_NN படத்தை\N_NN இந்தியில்\N_NN இயக்கப்\V_VM_VINF போறேன்\V_VM_VNF என்று\CC_CCS_UT கிளம்பிய\JJ அல்போன்ஸ்\N_NNP புத்திரன்\N_NN நேரத்தை\N_NN கைவிட்டு\PSP ஷட்டருக்கு\N_NN மாறியிருக்கிறார்\V_VAUX .\RD_PUNC
TMED493	2012ல்\QT_QTO வெளியான\JJ மலையாளப்\N_NN படம்\N_NN ஷட்டரை\N_NN இந்தியில்\N_NN ரீமேக்\RD_RDF செய்யும்\V_VM_VNF எண்ணத்துடன்\N_NN மும்பையில்\N_NNP முகாமிட்டுள்ளார்\V_VAUX .\RD_PUNC
TMED494	பிஜோய்\N_NNP நம்பியாரின்\N_NNP கடைசிப்\N_NN படம்\N_NN டேவிட்\N_NNP தமிழிலும்\N_NN சரி\V_VM_VF ,\RD_PUNC இந்தியிலும்\N_NN சரி\V_VM_VF பெரிதாகப்\RB போகவில்லை\V_VAUX .\RD_PUNC
TMED495	தமிழில்\N_NN பிஜோய்\N_NNP நம்பியாரின்\N_NNP நவீன\JJ முயற்சிக்கு\N_NN கெட்ட\JJ பெயர்\N_NN கிடைத்தது\V_VM_VNF தான்\RP_RPD மிச்சம்\N_NN .\RD_PUNC
TMED496	ஆனால்\CC_CCS இந்தியில்\N_NN டேவிட்\N_NNP ஓடவில்லை\V_VM_VNF என்றாலும்\CC_CCS பிஜோய்\N_NN மீதான\JJ நம்பிக்கையை\N_NN படம்\N_NN குலைக்கவில்லை\V_VAUX .\RD_PUNC
TMED497	ஷாருக்கானின்\N_NNP சென்னை\N_NN எக்ஸ்பிரஸ்\N_NN ஆகஸ்ட்\N_NN 8\QT_QTC ஆம்\N_NN தேதி\N_NN வெளியாகிறது\V_VM_VNF .\RD_PUNC
TMED498	அதே\PR_PRP நாள்\N_NN அக்சய்\N_NNP குமாரின்\N_NNP Once\RD_RDF Upon\RD_RDF A\RD_RDF Time\RD_RDF In\RD_RDF Mumbaai\N_NN Dobaara\N_NN படமும்\N_NN வெளியாகும்\V_VM_VNF என\CC_CCS_UT முதலில்\QT_QTO தெரிவித்தனர்.\V_VM_VF
TMED499	தாதாக்கள்\N_NN இல்லாவிட்டால்\V_VM_VNF இந்தி\N_NN சினிமாவே\RD_RDF அழிந்து\V_VM_VNF போயிருக்குமோ\V_VM_VNF எனும்\CC_CCS_UT அளவுக்கு\N_NN தாதாக்களை\N_NN பற்றிய\JJ படங்களாக\RB எடுத்துத்\V_VM_VNF தள்ளுகிறார்கள்\V_VM_VF .\RD_PUNC
TMED5	அங்கு\N_NST மரங்களுக்கு\N_NN இடையில்\N_NST ஒரு\JJ கூண்டில்\N_NN புலி\N_NN அடைப்பட்டுக்\N_NN கிடந்தது\V_VM_VF .\RD_PUNC அதைக்\PR_PRP கண்டு\V_VM_VNF புலவர்\N_NN மிகவும்\RP_INTF பயந்தார்\V_VM_VF
TMED50	“\RD_PUNC அந்தப்\DM_DMD பஞ்சுமிட்டாய்\N_NN ரொம்ப\JJ இனிப்பாக\RB இருக்கும்\V_VM .\RD_PUNC எனக்கு\PR_PRP அதைச்\PR_PRP சாப்பிட\V_VM_VINF ஆசையாக\RB இருக்கு\V_VM ”\RD_PUNC என்றது\CC_CCS_UT ராமு\N_NNP குரங்கு\N_NN .\RD_PUNC
TMED500	சஞ்சய்\N_NNP லீலா\N_NNP பன்சாலியும்\N_NNP ,\RD_PUNC விஷால்\N_NNP பரத்வாஜும்\N_NNP அடுத்து\N_NN பெண்\N_NN தாதாக்களின்\N_NN கதையை\N_NN படமாக்குகிறார்கள்\V_VM_VF .\RD_PUNC
TMED501	தமிழில்\N_NN ரஜினி\N_NNP ,\RD_PUNC அஜித்\N_NNP இருவரும்\QT_QTO தங்கள்\PR_PRP படங்களின்\N_NN ப்ரமோஷனில்\RD_RDF கலந்து\V_VM_VNF கொள்வதில்லை\V_VAUX
TMED502	விஜய்\N_NNP ,\RD_PUNC படத்தின்\N_NN ஆடியோ\N_NN ,\RD_PUNC ட்ரெய்லர்\RD_RDF வெளியீட்டு\N_NN விழாக்களில்\N_NN கலந்து\V_VM_VNF கொள்வார்\V_VM_VNF ,\RD_PUNC நான்கைந்து\QT_QTO பேட்டிகள்\N_NN தருவார்\V_VM_VF .\RD_PUNC
TMED503	மற்ற\JJ நடிகர்களும்\N_NN அப்படியே\RB .\RD_PUNC ஆனால்\CC_CCS இந்தியில்\N_NN படத்துக்கு\N_NN உழைத்த\JJ அளவுக்கு\N_NN ப்ரமோஷனுக்கு\RD_RDF மெனக்கெட\V_VM_VINF வேண்டும்\V_VAUX
TMED504	கத்ரினா\N_NNP ஒரு\JJ காலத்தில்\N_NN சல்மான்கானின்\N_NNP காதலி\N_NN
TMED505	சல்மான்கான்\N_NNP ஹீரோ\RD_RDF
TMED506	சுதந்திரநாடு\N_NN ,\RD_PUNC மக்களாட்சி\N_NN நடக்கும்\JJ நாடு\N_NN என்று\CC_CCS_UT கூறினாலும்\V_VM_VNF சில\QT_QTF அரசியல்\N_NN ,\RD_PUNC சமுதாய\JJ அமைப்புகளின்\N_NN எதேச்ச\JJ அதிகாரத்துக்கு\N_NN கட்டுப்பட்டே\V_VM_VNF இயங்க\V_VM_VINF வேண்டியிருக்கிறது\V_VAUX .\RD_PUNC
TMED507	ஸ்பெயினில்\N_NNP தனது\PR_PRP புதிய\JJ பாய்\RD_RDF ஃப்ரெண்ட்\RD_RDF ரன்பீர்\N_NNP கபூருடன்\N_NNP பிகினியில்\RD_RDF மாட்டிக்\V_VM_VNF கொண்ட\JJ கத்ரினா\N_NNP கைஃப்\N_NNP ,\RD_PUNC ஹாலிடேயில்\RD_RDF இருந்த\JJ என்னை\PR_PRP என்னுடைய\PR_PRP சம்மதம்\N_NN இல்லாமல்\RP_NEG படம்\N_NN எடுத்தது\V_VM_VNF களவாணித்தனம்\V_VM_VNF என்று\CC_CCS_UT சாடியிருக்கிறார்\V_VAUX
TMED508	தமிழில்\N_NN ரஜினி\N_NNP ,\RD_PUNC அஜித்\N_NNP இருவரும்\QT_QTO தங்கள்\PR_PRP படங்களின்\N_NN ப்ரமோஷனில்\RD_RDF கலந்து\V_VM_VNF கொள்வதில்லை\V_VAUX .\RD_PUNC
TMED509	விஜய்\N_NNP ,\RD_PUNC படத்தின்\N_NN ஆடியோ\RD_RDF ,\RD_PUNC ட்ரெய்லர்\RD_RDF வெளியீட்டு\N_NN விழாக்களில்\N_NN கலந்து\V_VM_VNF கொள்வார்\V_VM_VF ,\RD_PUNC நான்கைந்து\QT_QTO பேட்டிகள்\N_NN தருவார்\V_VM_VF
TMED51	‘\N_NN ஆமாம்\N_NN ,\RD_PUNC ஆமாம்\N_NN ...\RD_PUNC எத்தனை\PR_PRQ நாளைக்கு\N_NN தான்\RP_RPD பழங்களையே\N_NN தின்பது\V_VM_VNG ,\RD_PUNC இன்று\N_NST பஞ்சுமிட்டாய்\N_NN சாப்பிடுவோம்\V_VM_VNF ”\N_NN என்றது\V_VM_VF சோமு\N_NNP .\RD_PUNC
TMED510	மற்ற\JJ நடிகர்களும்\N_NN அப்படியே\RB .\RD_PUNC
TMED511	ஆனால்\CC_CCS இந்தியில்\N_NN படத்துக்கு\N_NN உழைத்த\JJ அளவுக்கு\N_NN ப்ரமோஷனுக்கு\RD_RDF முயற்சி\N_NN செய்தல்\N_NNV வேண்டும்\V_VM .\RD_PUNC
TMED512	இப்தார்\N_NNV விருந்தில்\N_NN கலந்து\V_VM_VINF கொண்ட\JJ சல்மான்\N_NNP கானும்\N_NNP ,\RD_PUNC ஷாருக்கானும்\N_NNP பரஸ்பரம்\N_NN கட்டித்தழுவி\V_VM_VNF வாழ்த்து\N_NN தெரிவித்து\V_VM_VNF கொண்டதை\V_VM_VNF ,\RD_PUNC இந்திய\JJ ,\RD_PUNC பாகிஸ்தான்\N_NNP பிரதமர்கள்\N_NN பழம்\N_NN விட்டுக்\PSP கொண்டதைப்\V_VM_VNF போல்\PSP மீடியாக்கள்\RD_RDF பூரித்துபோய்\V_VM_VNF எழுதின\V_VM_VF .\RD_PUNC
TMED513	ஐந்து\QT_QTC வருட\JJ சண்டையை\N_NN மறந்து\V_VM_VNF இருவரும்\QT_QTO நட்பாகி\V_VM_VNF விட்டதாகவும்\RB செய்தியில்\N_NN ஒரு\JJ வரி\N_NNP சேர்த்துக்\V_VM_VNF கொண்டதுதான்\V_VM_VNF வேடிக்கை\N_NN .\RD_PUNC
TMED514	தாதாக்கள்\N_NN ,\RD_PUNC அண்டர்\RD_RDF கிரவுண்ட்\RD_RDF ,\RD_PUNC துப்பாக்கி\N_NN ,\RD_PUNC படுகொலைகள்\N_NN ...\N_NN இந்தி\N_NN சினிமாவுக்கு\RD_RDF சலிக்கவே\V_VM_VINF சலிக்காத\JJ கதைக்களம்\N_NN .\RD_PUNC
TMED515	வருடத்துக்கு\N_NN 25\QT_QTC படங்களாவது\V_VM_VNG இந்த\DM_DMD ஜனவரியில்\N_NN வெளியாகும்\V_VM .\RD_PUNC
TMED516	வர்மா\N_NNP அதில்\PR_PRP சக்ரவர்த்தி\N_NN என்றால்\CC_CCS_UT சஞ்சய்\N_NNP குப்தா\N_NNP சிற்றரசர்\N_NN .\RD_PUNC
TMED517	சைப்\N_NNP அலிகானுடன்\N_NNP திருமணம்\N_NN நடந்தது\V_VM_VF கரீனா\N_NNV கபூரின்\N_NNP சினிமா\RD_RDF வாழ்க்கையை\N_NN எந்த\DM_DMQ விதத்திலும்\N_NN கட்டுப்படுத்தவில்லை\V_VAUX .\RD_PUNC
TMED518	விரைவில்\RB தொடங்கயிருக்கும்\V_VM_VNF ஏக்தா\N_NNP கபூரின்\N_NNP படமே\N_NN சாட்சி\N_NN .\RD_PUNC
TMED519	அழகிகள்\N_NN எல்லோரும்\N_NN திருமதியாகும்\JJ வேகத்தில்\N_NN இருக்கிறார்கள்\V_VM .\RD_PUNC
TMED52	“\N_NN அந்த\DM_DMD பஞ்சுமிட்டாய்\N_NN விற்பவன்\N_NNV நன்றாகத்\RB தூங்குகிறான்\V_VM_VF ,\RD_PUNC அவைகளை\PR_PRP கூடையோடு\N_NN தூக்கிச்\V_VM_VNF சென்றுவிடலாம்\V_VM_VNF ”\N_NN என்றது\V_VM_VNF அம்மு\N_NNP .\RD_PUNC
TMED520	அடுத்த\JJ வருடம்\N_NN திருமண\JJ பந்தத்தில்\N_NN இணைவது\V_VM_VNG என\CC_CCS_UT முடிவு\N_NN செய்திருக்கிறார்\V_VAUX தியா\N_NNP மிர்சா\N_NNP .\RD_PUNC
TMED521	மிஸ்\N_NN ஏஷியா\N_NN பசிபிக்\N_NN பட்டத்தை\N_NN தியா\N_NNP மிர்சா\N_NNP வென்றதும்\V_VM_VNF அவரின்\PR_PRP வாழ்க்கை\N_NN யு\RD_RDF டர்ன்\RD_RDF அடித்தது\V_VM_VF .\RD_PUNC
TMED522	பாலிவுட்\RD_SYM கதவுகள்\N_NN அவருக்காக\PR_PRP விரிய\V_VM_VINF திறந்தன\V_VM_VF .\RD_PUNC
TMED523	கார்ல்லூயிஸ்\N_NNP அமெரிக்காவின்\N_NNP பெருமைகளில்\N_NN ஒருவர்\QT_QTO
TMED524	தடகள\JJ வீரர்\N_NN .\RD_PUNC ஓட்டம்\N_NN ,\RD_PUNC லாங்\RD_RDF ஜம்ப்\RD_RDF இரண்டிலும்\QT_QTO சாம்பியன்\RD_RDF .\RD_PUNC பத்து\QT_QTC ஒலிம்பிக்\N_NN மெடல்களை\RD_RDF வென்றிருக்கிறார்\V_VAUX .\RD_PUNC
TMED525	அதில்\PR_PRP ஒன்பது\QT_QTC தங்கப்பதக்கங்கள்\N_NN
TMED526	அவர்\PR_PRP மில்கா\N_NNP சிங்கை\N_NNP தொடர்பு\N_NN கொண்டு\PSP பாராட்டியிருக்கிறார்\V_VAUX .\RD_PUNC
TMED527	எல்லாவற்றுக்கும்\N_NN காரணம்\N_NN பாக்\N_NN மில்கா\N_NN பாக்\N_NN திரைப்படம்\N_NN .\RD_PUNC
TMED528	ஆகஸ்ட்\N_NN 8ஆம்\RD_RDF தேதி\N_NN ஷாருக்கானின்\N_NNP சென்னை\N_NN எக்ஸ்பிரஸ்\N_NN வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED529	ஆகஸ்ட்\N_NN 23\QT_QTC மெட்ராஸ்\N_NN கஃபே\N_NN .\RD_PUNC
TMED53	“\N_NN நாம்\PR_PRP முதலில்\QT_QTO இந்தப்\DM_DMD பழங்களை\N_NN நம்\PR_PRP இருப்பிடம்\N_NN கொண்டு\PSP சென்றுவிடுவோம்\V_VAUX .\RD_PUNC பிறகு\PSP வாய்ப்பு\N_NN கிடைத்தால்\V_VM_VNF பஞ்சுமிட்டாயை\N_NN திருடலாம்\V_VM_VF .\RD_PUNC
TMED530	சென்னை\N_NN எக்ஸ்பிரஸின்\N_NN கதை\N_NN நமக்கு\PR_PRP தெரியும்\V_VM_VF .\RD_PUNC
TMED531	ரோஹித்\N_NNV ஷெட்டி\N_NNP கமர்ஷியல்\RD_RDF ஹிட்டுக்காக\RD_RDF காதலையும்\N_NN ,\RD_PUNC ஆக்சனையும்\RD_RDF புனைந்து\V_VM_VNF எடுத்திருக்கிறார்\V_VAUX .\RD_PUNC
TMED532	அந்த\DM_DMD வகையில்\N_NN ஆபத்தில்\N_NN இல்லாதது\V_VM .\RD_PUNC ஆனால்\CC_CCS மெட்ராஸ்\N_NN கஃபே\N_NN ...\RD_PUNC ?\RD_SYM
TMED533	பஞ்சத்தில்\N_NN அடிபட்டவர்\V_VM_VNF போலிருக்கிறார்\V_VAUX இலியானா\N_NNP .\RD_PUNC
TMED534	இந்திக்காரர்களுக்கு\N_NN அந்த\DM_DMD ஒல்லி\JJ உடம்பு\N_NN தான்\RP_RPD பிடித்திருக்கிறது\V_VAUX .\RD_PUNC
TMED535	ஷாகித்\N_NNP கபூர்\N_NNP நடிக்கும்\JJ படா\N_NN போஸ்டர்\RD_RDF நிக்லா\N_NNP ஹீரோ\RD_RDF படத்தில்\N_NN இலியானா\N_NNP ஹீரோயின்\RD_RDF .\RD_PUNC
TMED536	இந்தியாவின்\N_NNP பெருமைக்குரிய\JJ விளையாட்டு\N_NN வீரர்\N_NN மில்கா\N_NNV சிங்கின்\N_NNP வாழ்க்கை\N_NN வரலாறை\N_NN சொல்லும்\V_VM_VNF பாக்\N_NN மில்கா\N_NN பாக்\N_NN நேற்று\N_NN வெளியானது\N_NN
TMED537	பொதுவாக\RB வாழ்க்கை\N_NN வரலாறுகள்\N_NN -\RD_PUNC அதுவும்\PR_PRP விளையாட்டு\N_NN வீரர்\N_NN ஒருவரின்\QT_QTO வாழ்க்கை\N_NN இந்திய\JJ சினிமாவில்\RD_RDF ஆவணப்படுத்துவது\V_VM_VNG அரிது\V_VM_VF .\RD_PUNC
TMED538	அப்படியே\RB படம்\N_NN எடுத்தாலும்\V_VM_VNF கமர்ஷியல்\RD_RDF வெற்றி\N_NN கானல்\N_NNV நீர்தான்\N_NN .\RD_PUNC
TMED539	நெஞ்சினிலே\N_NN ...\RD_RDF நெஞ்சினிலே\N_NN ...\RD_PUNC என்று\CC_CCS_UT ஷாருக்கானுடன்\N_NNP மலையாள\JJ காஸ்ட்யூமில்\RD_RDF ப்ரீத்தி\N_NNP ஜிந்தா\N_NNP ஆடியது\V_VM_VNF இன்னும்\RB கன்னக்குழியில்\N_NN ...\RD_PUNC சே\RP_INJ ,\RD_PUNC கண்களுக்கள்ளேயே\N_NN இருக்கிறது\V_VM
TMED54	அவன்\PR_PRP அருகிலேயே\N_NST படுத்து\V_VM_VNF இருக்கிறான்\V_VAUX .\RD_PUNC நாம்\PR_PRP பிடிபட்டால்\V_VM_VNF தொலைத்துவிடுவான்\V_VM_VNF .\RD_PUNC ”\N_NN என்றது\V_VM_VF பொம்மு\N_NNP குரங்கு\N_NN .\RD_PUNC
TMED540	சினிமாவை\RD_RDF தூரமாக\RB வைத்து\V_VM_VNF பிசினஸ்\RD_RDF என்று\CC_CCS_UT தனது\PR_PRP காதலருடன்\N_NN ஐபிஎல்\RD_RDF வியாபாரத்தில்\N_NN குதித்து\V_VM_VNF ஸ்டேடியம்\RD_RDF ஸ்டேடியமாக\RD_RDF கொடி\N_NN அசைத்துக்\V_VM_VNF கொண்டிருந்தார்\V_VAUX .\RD_PUNC
TMED541	இப்படி\RB சொல்கிறவர்\V_VM_VNF ஜான்\N_NNP ஆபிரஹாம்\N_NNP .\RD_PUNC
TMED542	இந்தி\N_NN சினிமாவின்\RD_RDF ஜிம்\N_NNP பாயான\JJ இவருக்கு\PR_PRP இந்தி\N_NN சினிமா\RD_RDF மீது\PSP பல\QT_QTF கோபங்கள்\N_NN உண்டு\V_VM .\RD_PUNC
TMED543	அதில்\PR_PRF ஒன்று\QT_QTC ,\RD_PUNC விளையாட்டு\N_NN சம்பந்தமான\JJ படங்களை\N_NN இவர்கள்\PR_PRP அதிகமாக\RB எடுப்பதில்லை\V_VAUX என்பது\CC_CCS_UT .\RD_PUNC
TMED544	பாக்சிங்\N_NNP பற்றி\PSP ஒரு\JJ படத்தை\N_NN எடுத்தால்\V_VM_VNF நன்றாக\RB இருக்கும்\V_VM_VNF என\CC_CCS_UT பாக்சிங்\N_NNP பின்னணியில்\N_NN கதை\N_NN ஒன்றை\QT_QTO எழுத\V_VM_VINF ஆரம்பித்திருக்கிறார்\V_VAUX .\RD_PUNC
TMED545	பிரபுதேவாவின்\N_NNP மூன்றாவது\QT_QTO இந்திப்\N_NN படம்\N_NN ராமையா\N_NNP வஸ்தாவையா\N_NN இந்த\DM_DMD மாதம்\N_NN வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED546	மற்ற\JJ இரு\QT_QTC படங்களைப்\N_NN போல\PSP இதுவும்\PR_PRP ரீமேக்\RD_RDF
TMED547	ஒரு\JJ வித்தியாசம்\N_NN ,\RD_PUNC முதல்\QT_QTC இரு\QT_QTC படங்கள்\N_NN வேறு\JJ இயக்குனர்கள்\N_NN இயக்கியவை\V_VM_VF .\RD_PUNC
TMED548	இது\PR_PRP தான்\RP_RPD கடந்த\JJ சில\QT_QTF தினங்களாக\RB பாலிவுட்\RD_RDF மென்று\V_VM_VNF கொண்டிருந்த\V_VM_VNF அவல்\N_NN .\RD_PUNC
TMED549	கடந்த\JJ மாதம்\N_NN 26ஆம்\QT_QTO தேதி\N_NN அர்ஜுன்\N_NNP கபூர்\N_NNP ஒரு\JJ பார்ட்டிக்கு\RD_RDF ஏற்பாடு\RB செய்தார்\V_VM_VF .\RD_PUNC
TMED55	“பொம்மு\N_NNP சொல்வதும்\V_VM_VNG சரிதான்\V_VM_VF .\RD_PUNC நாம்\PR_PRP பழங்களை\N_NN வீட்டில்\N_NN வைத்து\V_VM_VNF விட்டு\PSP வருவோம்\V_VM_VNF ”\N_NN என்றது\V_VM_VF அம்மு\N_NNP .\RD_PUNC
TMED550	அவரின்\PR_PRP பிறந்தநாள்\N_NN பார்ட்டி\RD_RDF .\RD_PUNC பாட்டும்\N_NN ,\RD_PUNC கூத்தும்\N_NN ,\RD_PUNC ஆல்கஹாலும்\N_NN பாய்ந்தோடிய\V_VM_VNF பார்ட்டியில்\RD_RDF கத்ரினா\N_NNP கைஃபும்\N_NN கலந்து\V_VM_VNF கொண்டார்\V_VM_VF .\RD_PUNC
TMED551	விசு\N_NN பட\JJ வசனம்\N_NN போல\PSP இருந்தாலும்\V_VM_VNF அது\PR_PRP தான்\RP_RPD உண்மை\N_NN
TMED552	சஞ்சய்\N_NNP தத்\N_NNP சிறையில்\N_NN இருந்தாலும்\V_VM_VNF அவரது\PR_PRP கருணை\N_NN மனம்\N_NN கம்பியைத்\N_NN தாண்டி\V_VM_VNF சிறகடிக்கிறது\V_VM_VF .\RD_PUNC
TMED553	சஞ்சய்\N_NNP தத்தின்\N_NNP போலீஸ்கிரி\N_NN ஜூலை\N_NN 5\QT_QTC வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED554	தத்\N_NNP சிறையில்\N_NN இருப்பதால்\V_VM_VNF சிம்பதிக்காவது\V_VM_VNG அனைவரும்\N_NN படத்தை\N_NN ஒரு\JJ முறை\N_NN பார்க்க\V_VM_VINF வாய்ப்புள்ளது\V_VM .\RD_PUNC
TMED555	முதல்\QT_QTC படம்\N_NN உதயத்தில்\N_NN ராம்\N_NNP கோபால்\N_NNP வர்மா\N_NNP அழுத்தமான\JJ முத்திரையை\N_NN பதித்தார்\V_VM_VF .\RD_PUNC
TMED556	இந்திக்கு\N_NN சென்ற\V_VM_VNF பிறகு\PSP பல\QT_QTF படங்கள்\N_NN பல\QT_QTF விதமான\JJ வெற்றிகள்\N_NN .\RD_PUNC
TMED557	தோல்விகள்\N_NN அதை\PR_PRP விட\PSP அதிக\JJ அளவுக்கு\N_NN .\RD_PUNC
TMED558	இன்றும்\N_NST வர்மா\N_NNP என்றால்\CC_CCS_UT நிமிர்ந்து\V_VM_VNF உட்கார\V_VM_VINF வைப்பதற்கு\V_VM_VNG ரங்கீலா\N_NNP ,\RD_PUNC கம்பெனி\RD_RDF ,\RD_PUNC சர்க்கார்\N_NN ,\RD_PUNC சர்க்கார்\N_NN ராஜ்\N_NN என்று\CC_CCS_UT பல\QT_QTF படங்கள்\N_NN காரணமாக\RB இருந்தாலும்\V_VM_VNF அதற்கு\PR_PRP எல்லாம்\N_NN மேல்\PSP சம்மணமிட்டு\V_VM_VNF அமர்ந்திருப்பது\V_VM_VNG சத்யா\N_NNP .\RD_PUNC
TMED559	எழுபதுகளிலும்\QT_QTO ,\RD_PUNC எண்பதுகளிலும்\QT_QTO வட\JJ இந்திய\JJ இளைஞர்களின்\N_NN கனவிலும்\N_NN ,\RD_PUNC நினைவிலும்\N_NN கிளாமர்\RD_RDF குயினாக\RD_RDF இருந்தவர்\V_VM_VNF ஸீனத்\N_NNP அமன்\N_NNP .\RD_PUNC
TMED56	“\RD_PUNC இல்லை\V_VM ...\N_NN இல்லை\V_VM ...\RD_PUNC அவன்\PR_PRP நன்றாக\RB தூங்குகிறான்\V_VM_VF .\RD_PUNC இப்போது\N_NST பஞ்சு\N_NN மிட்டாயை\N_NN எடுத்துவிட\V_VM_VNF வேண்டும்\V_VM_VNF ”\RD_PUNC என்று\CC_CCS_UT பிடிவாதம்\N_NN பிடித்தன\V_VM_VF ,\RD_PUNC ராமுவும்\N_NNP சோமுவும்\N_NNP .\RD_PUNC
TMED560	அறுபத்து\QT_QTC மூன்று\QT_QTC வயதாகும்\V_VM_VNF ஸீனத்\N_NNP அமனுக்கு\N_NNP இன்றும்\N_NST ஆஃபர்\RD_RDF இருக்கிறது\V_VM .\RD_PUNC
TMED561	சன்னி\N_NNP லியோனிடம்\N_NNP சமீபத்தில்\N_NN நீண்ட\JJ பேட்டி\N_NN எடுக்கப்பட்டது\V_VM_VF
TMED562	நீலப்படங்களில்\N_NN நடித்ததற்காக\RB இப்போது\N_NST வருத்தப்படுகிறீர்களா\V_VM_VNF என்பது\CC_CCS_UT அதில்\PR_PRP ஒரு\JJ கேள்வி\N_NN
TMED563	அதற்கு\PR_PRP சன்னி\N_NNV லியோன்\N_NNP அளித்த\JJ பதிலை\N_NN ,\RD_PUNC மனிதன்\N_NN தனது\PR_PRP மைனஸை\RD_RDF எப்படி\PR_PRQ பிளஸ்ஸாக\RD_RDF காட்டிக்\V_VM_VNF கொள்வது\V_VM_VNG என்பதற்கான\CC_CCS_UT உதாரணமாக\RB கல்வெட்டில்\N_NN பொறித்து\V_VM_VNF வைக்கலாம்\V_VM_VF .\RD_PUNC
TMED564	மதூர்\N_NNP பண்டார்கரின்\N_NNP `\RD_PUNC பார்\N_NN `\RD_PUNC நினைவுகள்\N_NN படங்களை\N_NN நினைவுப்படுத்தும்\V_VM_VNF போது\PSP அனைத்துப்\N_NN படங்களையும்\N_NN பின்\N_NST தள்ளி\V_VM_VNF முன்னுக்கு\N_NST வருவது\V_VM_VNG சாந்தினி\N_NN பார்\N_NN .\RD_PUNC
TMED565	தபு\N_NNP நடித்த\JJ இந்தப்\DM_DMD படம்\N_NN 4\QT_QTC தேசிய\JJ விருதுகளை\N_NN பெற்றது\V_VM_VF .\RD_PUNC அதில்\PR_PRP ஒன்று\QT_QTC ,\RD_PUNC சிறந்த\JJ நடிகைக்காக\RB தபுக்கு\N_NNP கிடைத்தது\V_VM_VF .\RD_PUNC
